Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Animal Source]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[age]	Unit	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Characteristics[diet]	Comment[Feeding Schedule]	Characteristics[Final Body Weight]	Unit	Term Source REF	Term Accession Number	Factor Value[Partial Weight Bearing]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[light cycle]	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
502999	502999_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	479.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511694	511694_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	458.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519287	519287_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	462.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519288	519288_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	437.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519289	519289_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	453.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495102	495102_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	408.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495106	495106_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	362.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495107	495107_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	393.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495110	495110_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	375.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495115	495115_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	376.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511691	511691_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	441.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511692	511692_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	441.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519286	519286_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	423.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519290	519290_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	430.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519291	519291_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	429.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519292	519292_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	428.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
519293	519293_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	422.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491047	491047_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	385.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491051	491051_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	342.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491052	491052_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	359.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491054	491054_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	395	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491055	491055_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	402.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491059	491059_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	380.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495103	495103_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	354.3	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495108	495108_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	345.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495109	495109_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	375.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495111	495111_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	342.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509770	509770_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	409.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511690	511690_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	421	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
